vehicle_id,driver_id,make,model,year,license_plate,color,is_active
1044,3613,Ford,Focus,2020,SO253,Silver,True
1045,3614,Ford,Focus,2015,WT438,White,True
1046,3620,Ford,Focus,2022,LH277,White,True
1047,3624,Nissan,Altima,2024,DS740,Blue,True
1048,3627,Ford,Focus,2016,UF164,Black,True
1049,3630,Honda,CR-V,2026,MB755,White,True
1050,3631,Hyundai,Elantra,2019,BT938,White,True
1051,3638,Hyundai,Sonata,2022,WR582,Red,True
1052,3644,Nissan,Altima,2022,NB566,Red,True
1053,3645,Hyundai,Elantra,2026,EO622,White,True
1054,3650,Toyota,Camry,2020,LP748,Black,True
1055,3653,Honda,Civic,2016,JV860,Silver,True
1056,3658,Honda,Civic,2017,KI675,Grey,True
1057,3660,Hyundai,Sonata,2026,ZI185,Blue,True
1058,3674,Toyota,Corolla,2017,US556,Red,True
1059,3675,Ford,Focus,2025,EB219,White,True
1060,3677,Hyundai,Elantra,2023,KJ798,Blue,False
1061,3679,Hyundai,Elantra,2015,XR189,Red,True
1062,3681,Nissan,Sentra,2015,TJ739,Grey,True
1063,3682,Nissan,Rogue,2022,WJ787,Blue,True
1064,3684,Honda,Accord,2023,KH121,Blue,True
1065,3685,Honda,Civic,2024,QC935,Red,True
1066,3690,Ford,Escape,2021,DR500,Grey,True
1067,3691,Hyundai,Sonata,2026,AU108,Silver,True
1068,3695,Tesla,Model 3,2015,RD764,Silver,True
1069,3697,Toyota,Corolla,2018,WR661,Black,True
1070,3698,Tesla,Model 3,2015,TM469,Grey,True
1071,3706,Tesla,Model 3,2020,LU459,Blue,False
1072,3712,Ford,Escape,2024,LQ699,Grey,True
1073,3715,Toyota,Camry,2018,GJ367,Blue,True
1074,3723,Toyota,Prius,2026,JY113,White,True
1075,3728,Tesla,Model 3,2021,KM550,Black,True
1076,3729,Nissan,Rogue,2026,MF212,Silver,True
1077,3734,Tesla,Model 3,2022,FT522,Red,True
1078,3736,Toyota,Camry,2016,ZV237,Blue,True
1079,3743,Tesla,Model 3,2022,LE221,Blue,True
1080,3744,Ford,Escape,2025,DP809,Black,True
1081,3746,Hyundai,Sonata,2018,TP757,Grey,True
1082,3751,Ford,Fusion,2025,BK462,Grey,True
1083,3753,Honda,CR-V,2015,WN429,Grey,True
1084,3760,Tesla,Model Y,2018,MA136,Red,True
1085,3761,Hyundai,Sonata,2023,HZ398,Blue,True
1086,3766,Ford,Fusion,2020,ND583,White,True
1087,3771,Ford,Escape,2018,ZN423,Silver,True
1088,3774,Hyundai,Sonata,2024,EJ306,White,True
1089,3776,Tesla,Model 3,2015,RN274,Blue,True
1090,3778,Nissan,Sentra,2022,AO312,Red,True
1091,3788,Toyota,Corolla,2018,AJ103,Grey,True
1092,3789,Toyota,Camry,2018,OU967,Silver,False
1093,3793,Hyundai,Elantra,2025,EY711,Red,True
1094,3794,Hyundai,Sonata,2026,NM600,Red,True
1095,3805,Ford,Escape,2021,AE510,Black,True
1096,3812,Hyundai,Sonata,2019,GL366,Silver,True
1097,3813,Toyota,Prius,2024,ZC328,Silver,True
1098,3815,Nissan,Altima,2016,LQ834,Blue,False
1099,3818,Honda,Civic,2017,LA806,Blue,True
1100,3820,Hyundai,Elantra,2016,CL541,Black,True
1101,3822,Nissan,Sentra,2026,GV273,Blue,True
1102,3825,Honda,CR-V,2019,AC765,Blue,True
1103,3827,Ford,Focus,2016,OH245,Grey,True
1104,3831,Ford,Fusion,2023,VX653,Blue,False
1105,3834,Tesla,Model 3,2018,UC970,Grey,True
1106,3835,Ford,Fusion,2024,NP294,Black,True
1107,3842,Honda,Civic,2019,ZD654,Red,True
1108,3847,Toyota,Prius,2019,KN410,White,True
1109,3849,Honda,CR-V,2022,BL792,White,True
1110,3854,Nissan,Rogue,2024,QO137,Black,True
1111,3856,Hyundai,Sonata,2026,SB328,Blue,True
1112,3858,Hyundai,Sonata,2018,LE871,Black,True
1113,3863,Honda,CR-V,2017,FI361,Grey,True
1114,3864,Toyota,Camry,2024,JC392,White,True
1115,3867,Tesla,Model Y,2018,GH260,Silver,True
1116,3868,Nissan,Sentra,2016,SK424,White,True
1117,3869,Hyundai,Sonata,2026,JO512,Black,True
1118,3870,Tesla,Model Y,2016,SI145,Black,True
1119,3872,Hyundai,Sonata,2024,BW617,Blue,True
1120,3873,Honda,CR-V,2017,MI417,Grey,True
1121,3879,Hyundai,Sonata,2017,XX665,Red,True
1122,3880,Ford,Fusion,2025,LG819,Black,True
1123,3881,Ford,Focus,2025,DV401,Silver,True
1124,3887,Honda,CR-V,2021,ZK663,White,True
1125,3888,Honda,CR-V,2021,WO359,Blue,True
1126,3891,Toyota,Corolla,2019,SB363,Red,True
1127,3892,Toyota,Camry,2026,KX719,Blue,True
1128,3894,Honda,Civic,2023,OD803,Grey,True
1129,3896,Toyota,Prius,2018,SX778,Black,True
1130,3897,Hyundai,Tucson,2016,CY917,Red,True
1131,3899,Ford,Focus,2026,UQ639,Blue,True
1132,3900,Toyota,Corolla,2015,US467,Red,True
1133,3907,Nissan,Sentra,2019,RM344,Silver,True
1134,3909,Tesla,Model 3,2025,NX717,Grey,True
1135,3911,Ford,Escape,2018,JW620,White,True
1136,3912,Tesla,Model 3,2025,MS411,Blue,True
1137,3913,Nissan,Altima,2020,GN248,Black,True
1138,3918,Ford,Escape,2017,KM638,Black,True
1139,3919,Tesla,Model Y,2025,DR945,Black,True
1140,3920,Toyota,RAV4,2021,HG620,Blue,True
1141,3921,Ford,Fusion,2015,KW100,Silver,True
1142,3924,Nissan,Altima,2025,TP595,Grey,True
1143,3925,Hyundai,Tucson,2025,IU161,White,True
1144,3928,Hyundai,Elantra,2021,VR322,Black,True
1145,3930,Ford,Fusion,2016,OM387,Silver,True
1146,3931,Toyota,RAV4,2018,RA852,White,True
1147,3936,Hyundai,Sonata,2016,LV825,Grey,True
1148,3938,Nissan,Sentra,2019,OB816,Grey,True
1149,3942,Ford,Focus,2016,YF450,Blue,True
1150,3946,Nissan,Altima,2020,HX797,Grey,True
1151,3947,Honda,Civic,2021,WP880,Black,True
1152,3951,Hyundai,Elantra,2022,PZ181,Grey,True
1153,3955,Toyota,RAV4,2015,XC413,Grey,True
1154,3959,Nissan,Rogue,2020,RI258,Blue,True
1155,3964,Honda,CR-V,2024,HA437,Grey,False
1156,3967,Honda,Accord,2018,ZU632,Grey,True
1157,3979,Tesla,Model Y,2022,DS589,Blue,True
1158,3982,Toyota,Camry,2019,FF329,Blue,True
1159,3987,Ford,Fusion,2018,AT217,Blue,True
1160,3991,Toyota,Camry,2025,LN644,White,True
1161,3994,Ford,Focus,2021,PH890,Silver,True
1162,3996,Honda,CR-V,2022,GG485,Silver,True
1163,3997,Hyundai,Sonata,2019,EW879,Silver,True
1164,3998,Ford,Escape,2019,WT339,Red,True
1165,4001,Tesla,Model 3,2022,WP719,Silver,True
1166,4003,Ford,Escape,2025,GZ508,Silver,True
1167,4005,Honda,Civic,2015,VE802,Red,True
1168,4006,Toyota,Prius,2019,GS363,Blue,True
1169,4011,Ford,Focus,2026,MJ997,Grey,True
1170,4012,Nissan,Rogue,2015,IB974,Black,False
1171,4013,Nissan,Rogue,2021,FR579,Grey,True
1172,4019,Honda,Accord,2019,EK163,White,True
1173,4020,Ford,Focus,2023,HY250,Blue,True
1174,4023,Ford,Focus,2018,FM630,Silver,True
1175,4034,Nissan,Altima,2015,ZO330,White,True
1176,4040,Tesla,Model Y,2018,MT834,Red,True
1177,4041,Ford,Escape,2019,SU922,Black,True
1178,4047,Ford,Focus,2015,FI883,Silver,True
1179,4051,Tesla,Model Y,2026,FO819,Grey,True
1180,4052,Tesla,Model 3,2026,PH652,Blue,True
1181,4055,Ford,Focus,2022,TW278,White,True
1182,4059,Hyundai,Elantra,2020,FH214,Blue,True
1183,4060,Honda,Accord,2023,XR900,Black,True
1184,4061,Hyundai,Elantra,2021,KU959,White,True
1185,4062,Hyundai,Elantra,2022,EB487,Black,True
1186,4066,Tesla,Model Y,2016,EH302,Silver,True
1187,4067,Nissan,Sentra,2024,VF177,Grey,True
1188,4074,Hyundai,Sonata,2026,AS525,Black,True
1189,4075,Ford,Focus,2025,DI790,Blue,True
1190,4082,Tesla,Model Y,2021,WA591,White,False
1191,4083,Toyota,Camry,2019,CN284,Blue,True
1192,4086,Nissan,Rogue,2017,TG285,Silver,True
1193,4089,Nissan,Rogue,2022,HY533,Black,False
1194,4090,Hyundai,Elantra,2022,ZF501,Black,True
1195,4091,Tesla,Model Y,2024,QI571,White,True
1196,4093,Tesla,Model Y,2017,JE808,White,False
1197,4095,Honda,CR-V,2015,GJ614,Black,True
1198,4097,Honda,Accord,2016,PV876,White,True
1199,4098,Honda,Accord,2019,CT449,White,False
1200,4103,Hyundai,Elantra,2020,SQ167,Silver,True
1201,4106,Honda,Civic,2023,ET167,Black,True
1202,4107,Ford,Escape,2016,AZ555,Red,False
1203,4111,Hyundai,Elantra,2022,VP545,Blue,True
1204,4115,Nissan,Rogue,2016,KK302,White,True
1205,4117,Hyundai,Sonata,2018,CK420,Red,True
1206,4119,Hyundai,Sonata,2020,IW265,Silver,False
1207,4120,Honda,Accord,2018,KE350,Grey,False
1208,4128,Nissan,Rogue,2026,MB279,Black,True
1209,4129,Honda,Accord,2026,OK407,Blue,True
1210,4131,Tesla,Model 3,2024,NS399,Red,True
1211,4134,Ford,Focus,2022,WT881,Blue,True
1212,4136,Toyota,RAV4,2020,TC101,Blue,True
1213,4137,Nissan,Sentra,2023,GR478,White,True
1214,4141,Toyota,Prius,2018,HD920,Silver,True
1215,4143,Hyundai,Elantra,2021,AA904,Blue,True
1216,4151,Tesla,Model 3,2023,WM547,Blue,True
1217,4156,Nissan,Altima,2019,ZJ785,Grey,True
1218,4162,Tesla,Model 3,2025,HG131,Blue,False
1219,4171,Honda,Civic,2021,VE902,Blue,True
1220,4174,Tesla,Model 3,2015,FY748,Blue,True
1221,4176,Toyota,Prius,2024,YN243,Silver,True
1222,4177,Tesla,Model 3,2016,UX874,Black,True
1223,4181,Honda,Accord,2019,YE557,White,True
1224,4184,Nissan,Altima,2021,EP151,Red,True
1225,4187,Tesla,Model 3,2024,OO161,Red,True
1226,4194,Tesla,Model Y,2016,OG237,Black,True
1227,4198,Toyota,Camry,2017,GC623,Grey,True
1228,4199,Tesla,Model 3,2024,NX701,Black,True
1229,4201,Toyota,Prius,2020,QW736,Silver,True
1230,4205,Hyundai,Elantra,2023,BM545,Black,True
1231,4211,Hyundai,Tucson,2018,MJ135,Black,True
1232,4217,Toyota,Corolla,2020,XP985,Grey,False
1233,4222,Ford,Fusion,2015,AZ633,Black,True
1234,4224,Honda,Civic,2019,OA939,White,False
1235,4233,Hyundai,Elantra,2022,GR466,Silver,True
1236,4247,Toyota,Corolla,2020,LB222,Silver,True
1237,4250,Tesla,Model 3,2016,HM691,Grey,True
1238,4255,Nissan,Sentra,2021,ZB710,Red,True
1239,4263,Toyota,Corolla,2021,KT340,Silver,True
1240,4265,Nissan,Altima,2026,KF424,Red,True
1241,4269,Ford,Focus,2023,TQ409,Grey,True
1242,4271,Hyundai,Elantra,2015,ZJ683,Black,True
1243,4273,Tesla,Model 3,2016,EU209,Silver,True
1244,4280,Nissan,Sentra,2021,JC859,Black,True
1245,4289,Ford,Escape,2019,XB723,Silver,True
1246,4292,Honda,CR-V,2024,UP373,Blue,True
1247,4293,Toyota,Corolla,2024,ZW970,Blue,True
1248,4295,Toyota,Prius,2020,JX301,White,True
1249,4296,Toyota,Prius,2017,BE325,Silver,False
1250,4297,Nissan,Sentra,2025,PI415,Red,True
1251,4305,Tesla,Model 3,2019,AV984,Red,True
1252,4313,Ford,Fusion,2023,UN382,Grey,True
1253,4316,Ford,Escape,2021,PZ799,Red,True
1254,4326,Honda,CR-V,2015,YL389,Silver,True
1255,4327,Nissan,Altima,2025,QF874,Silver,True
1256,4333,Nissan,Rogue,2020,NO309,White,True
1257,4334,Nissan,Sentra,2023,NE340,Grey,True
1258,4335,Toyota,RAV4,2021,LS933,Blue,True
1259,4336,Toyota,Prius,2016,AN258,Red,False
1260,4337,Ford,Focus,2021,FA616,Red,True
1261,4340,Toyota,Prius,2018,BH811,Red,True
1262,4342,Tesla,Model 3,2023,WM133,Grey,True
1263,4343,Tesla,Model 3,2023,GZ434,Grey,True
1264,4346,Tesla,Model 3,2026,QV723,Red,True
1265,4348,Hyundai,Elantra,2022,LU319,Blue,True
1266,4350,Toyota,Camry,2020,ZZ152,Red,True
1267,4351,Hyundai,Tucson,2026,MZ757,Silver,True
1268,4352,Honda,CR-V,2022,IN163,Silver,True
1269,4353,Tesla,Model 3,2018,XC923,Silver,False
1270,4358,Nissan,Rogue,2026,JS457,Grey,True
1271,4360,Ford,Escape,2015,OI427,Grey,True
1272,4361,Toyota,Camry,2026,KT827,Blue,True
1273,4368,Toyota,Corolla,2019,PU138,Red,True
1274,4370,Ford,Focus,2016,SG772,Grey,True
1275,4372,Nissan,Sentra,2018,DQ798,Grey,True
1276,4375,Toyota,Corolla,2026,GS995,Red,True
1277,4376,Ford,Escape,2020,WY425,White,True
1278,4378,Hyundai,Elantra,2020,SV430,Blue,True
1279,4382,Ford,Escape,2025,PX259,Grey,True
1280,4384,Nissan,Rogue,2022,SR655,Black,True
1281,4387,Toyota,Camry,2017,WI777,Black,True
1282,4388,Tesla,Model Y,2022,TZ210,Blue,True
1283,4389,Toyota,Prius,2018,CI627,White,True
1284,4397,Nissan,Sentra,2021,TW713,Grey,True
1285,4398,Honda,CR-V,2016,QN521,White,True
1286,4402,Hyundai,Tucson,2019,BS677,Red,True
1287,4404,Nissan,Rogue,2015,XT161,Black,True
1288,4407,Nissan,Sentra,2026,KK324,Black,True
1289,4413,Hyundai,Tucson,2021,AJ945,Silver,False
1290,4416,Nissan,Altima,2022,TW766,White,True
1291,4418,Tesla,Model 3,2023,ZV497,Silver,True
1292,4422,Honda,Accord,2021,GE388,White,True
1293,4423,Tesla,Model 3,2022,NY867,Silver,True
1294,4426,Nissan,Sentra,2018,NJ421,Red,True
1295,4429,Nissan,Rogue,2025,GE897,Black,True
1296,4434,Tesla,Model Y,2024,EX107,Grey,False
1297,4439,Honda,CR-V,2016,HS756,Blue,True
1298,4442,Hyundai,Elantra,2022,IM439,Blue,True
1299,4449,Toyota,RAV4,2022,DE289,Silver,False
1300,4450,Toyota,Corolla,2020,DF952,Red,True
1301,4451,Ford,Focus,2024,WR571,Red,True
1302,4452,Nissan,Sentra,2020,SW482,Silver,True
1303,4459,Ford,Focus,2026,RZ465,Silver,True
1304,4461,Hyundai,Sonata,2025,UC352,Silver,True
1305,4463,Toyota,RAV4,2017,VD303,Red,True
1306,4466,Ford,Focus,2025,KT591,Grey,True
1307,4470,Tesla,Model 3,2017,JR779,Black,True
1308,4472,Tesla,Model 3,2022,KH758,White,True
1309,4476,Toyota,Camry,2019,IA836,White,True
1310,4477,Nissan,Altima,2022,AW961,Red,True
1311,4478,Honda,Civic,2020,CF397,Blue,True
1312,4480,Ford,Escape,2018,VO162,Black,True
1313,4487,Ford,Escape,2015,NX324,Black,True
1314,4495,Honda,Civic,2021,WF388,Silver,True
1315,4497,Honda,Civic,2018,EG388,Blue,True
1316,4498,Tesla,Model 3,2020,SQ968,Silver,True
1317,4499,Tesla,Model 3,2017,WJ856,Blue,False
1318,4500,Toyota,Camry,2015,PJ537,Grey,True
1319,4501,Hyundai,Sonata,2025,FU737,Blue,True
1320,4505,Nissan,Rogue,2026,FK560,White,True
1321,4506,Nissan,Rogue,2025,MW546,Silver,True
1322,4507,Honda,Accord,2022,OX115,Grey,True
1323,4509,Ford,Focus,2021,QW737,Blue,True
1324,4511,Hyundai,Tucson,2018,PC512,White,True
1325,4520,Tesla,Model 3,2022,QY141,Black,False
1326,4521,Tesla,Model Y,2020,QQ611,Black,True
1327,4523,Ford,Focus,2017,EE288,Black,True
1328,4527,Honda,Accord,2015,GO934,Grey,True
1329,4528,Honda,CR-V,2024,QU478,Grey,True
1330,4531,Nissan,Rogue,2018,RU241,Red,True
1331,4533,Ford,Escape,2016,PB317,Blue,True
1332,4534,Toyota,RAV4,2026,KV515,Red,True
1333,4541,Hyundai,Sonata,2019,RJ794,Blue,True
1334,4543,Toyota,RAV4,2016,CM217,Red,False
1335,4544,Nissan,Rogue,2016,QB438,Black,True
1336,4545,Hyundai,Tucson,2017,MW564,White,True
1337,4553,Honda,Accord,2020,CX220,Grey,True
1338,4554,Tesla,Model Y,2017,GW110,Blue,True
1339,4555,Honda,Accord,2017,XI990,Grey,True
1340,4558,Ford,Focus,2026,SU650,Silver,True
1341,4559,Nissan,Rogue,2018,LM971,Blue,True
1342,4561,Ford,Fusion,2023,JO762,Blue,True
1343,4563,Toyota,Corolla,2025,XS465,Grey,True
1344,4564,Toyota,Corolla,2022,TR938,Red,True
1345,4565,Ford,Fusion,2015,IM150,White,True
1346,4566,Ford,Focus,2019,AY716,White,True
1347,4567,Honda,Accord,2018,VK722,Blue,True
1348,4570,Toyota,Prius,2023,QN416,Blue,True
1349,4572,Nissan,Altima,2016,VO219,Red,True
1350,4574,Hyundai,Elantra,2017,TI638,Grey,True
1351,4578,Hyundai,Tucson,2019,SY325,Blue,True
1352,4579,Tesla,Model Y,2023,ZM548,Grey,True
1353,4582,Nissan,Sentra,2018,GV573,Grey,False
1354,4584,Nissan,Rogue,2016,RH755,Grey,True
1355,4592,Tesla,Model 3,2021,AT425,Blue,True
1356,4595,Ford,Escape,2018,OE939,Silver,True
1357,4603,Nissan,Altima,2025,GM451,Blue,True
1358,4605,Nissan,Sentra,2022,ZD841,Red,True
1359,4608,Toyota,RAV4,2025,BR552,Black,True
1360,4609,Nissan,Rogue,2020,BS482,White,True
1361,4612,Toyota,Corolla,2018,EN596,Black,True
1362,4617,Ford,Escape,2022,CM254,White,False
1363,4620,Tesla,Model 3,2025,ME211,White,True
1364,4622,Tesla,Model Y,2022,AD491,Grey,True
1365,4629,Toyota,Prius,2020,NK474,Grey,False
1366,4633,Honda,Accord,2016,LK971,Blue,True
1367,4635,Nissan,Rogue,2021,XO463,Silver,True
1368,4636,Nissan,Altima,2017,VQ415,Grey,True
1369,4637,Hyundai,Sonata,2023,NI258,Grey,True
1370,4641,Honda,Civic,2017,KP289,Black,True
1371,4643,Toyota,RAV4,2024,VQ399,Blue,True
1372,4644,Honda,Accord,2017,MK448,Grey,True
1373,4650,Nissan,Sentra,2019,KY841,Red,True
1374,4652,Toyota,RAV4,2018,YL562,Blue,True
1375,4653,Toyota,Corolla,2018,PL687,White,False
1376,4654,Nissan,Rogue,2021,DF450,Grey,True
1377,4656,Tesla,Model 3,2017,IP908,Black,True
1378,4659,Toyota,RAV4,2020,NI845,Black,True
1379,4668,Tesla,Model Y,2016,AA743,Grey,True
1380,4669,Ford,Focus,2019,BM632,Silver,True
1381,4670,Honda,Civic,2019,QO506,Red,False
1382,4671,Toyota,Corolla,2015,KQ860,Black,True
1383,4672,Nissan,Sentra,2023,ZZ133,Red,True
1384,4674,Hyundai,Tucson,2019,NZ134,Black,False
1385,4679,Hyundai,Elantra,2017,QE350,Black,True
1386,4682,Toyota,RAV4,2016,JV422,Red,True
1387,4686,Tesla,Model 3,2021,BL690,Black,True
1388,4688,Hyundai,Sonata,2016,CN339,Silver,True
1389,4690,Honda,Accord,2017,ML282,Black,True
1390,4691,Toyota,Prius,2016,IK322,Grey,True
1391,4692,Hyundai,Sonata,2017,DE272,White,True
1392,4694,Ford,Focus,2020,FI711,Red,True
1393,4698,Nissan,Altima,2019,JI598,White,True
1394,4701,Hyundai,Elantra,2022,CY184,Blue,False
1395,4704,Nissan,Rogue,2025,QS582,Red,True
1396,4709,Honda,CR-V,2023,TP881,Black,True
1397,4713,Toyota,Camry,2025,JA133,Silver,True
1398,4718,Tesla,Model 3,2023,EZ312,White,True
1399,4720,Honda,Civic,2022,GG315,Blue,True
1400,4721,Ford,Fusion,2023,QN914,Black,True
1401,4723,Honda,CR-V,2019,RN291,Silver,True
1402,4729,Tesla,Model Y,2019,AQ662,Blue,True
1403,4731,Toyota,Camry,2016,YH528,Blue,True
1404,4732,Ford,Fusion,2019,KP746,White,True
1405,4733,Honda,Civic,2024,BX774,Red,True
1406,4738,Honda,Civic,2025,CO404,Blue,True
1407,4739,Hyundai,Tucson,2026,AH949,Black,True
1408,4742,Nissan,Altima,2015,NG174,White,False
1409,4743,Hyundai,Tucson,2025,BT876,Grey,False
1410,4744,Ford,Fusion,2024,JZ184,Grey,True
1411,4745,Ford,Escape,2022,IE601,Black,True
1412,4746,Nissan,Altima,2015,GQ569,Silver,True
1413,4758,Ford,Fusion,2017,UN897,White,False
1414,4772,Honda,Accord,2025,BF506,Silver,True
1415,4773,Hyundai,Elantra,2023,BZ401,Silver,True
1416,4778,Toyota,Corolla,2020,WK514,Blue,True
1417,4779,Honda,Civic,2021,XB789,Blue,True
1418,4781,Toyota,Corolla,2022,RT933,Red,True
1419,4782,Honda,Accord,2026,XR717,White,True
1420,4785,Honda,CR-V,2021,HA179,Red,True
1421,4787,Honda,Civic,2024,TY233,White,False
1422,4800,Honda,CR-V,2016,IX363,Red,True
1423,4804,Hyundai,Sonata,2022,CG188,Blue,True
1424,4807,Hyundai,Elantra,2025,IV263,Silver,True
1425,4808,Ford,Focus,2023,SA937,White,True
1426,4809,Toyota,RAV4,2023,SY699,White,True
1427,4814,Nissan,Altima,2023,NU148,White,True
1428,4821,Honda,Accord,2018,CT623,Blue,True
1429,4832,Toyota,Prius,2025,PT953,Red,True
1430,4836,Hyundai,Sonata,2021,PS634,Blue,True
1431,4838,Toyota,Corolla,2024,PE592,Silver,True
1432,4844,Honda,Civic,2015,IK125,White,True
1433,4845,Hyundai,Sonata,2024,ER113,White,True
1434,4847,Nissan,Sentra,2022,ID387,Black,True
1435,4848,Tesla,Model 3,2018,GL340,Blue,True
1436,4854,Ford,Escape,2016,MT798,White,True
1437,4862,Ford,Fusion,2017,IQ943,Blue,True
1438,4864,Honda,CR-V,2025,AJ279,White,True
1439,4865,Nissan,Rogue,2024,KB615,Silver,True
1440,4866,Ford,Fusion,2022,OG261,Blue,True
1441,4870,Honda,CR-V,2026,LY352,Grey,True
1442,4872,Hyundai,Tucson,2023,YM687,White,True
1443,4874,Ford,Escape,2022,YW795,White,True
1444,4880,Tesla,Model 3,2024,PJ900,Silver,True
1445,4881,Toyota,RAV4,2025,QA177,Red,True
1446,4890,Tesla,Model 3,2023,SK714,Red,True
1447,4891,Ford,Escape,2018,PU739,White,True
1448,4892,Honda,Accord,2019,UH250,Silver,True
1449,4893,Honda,Civic,2020,SI595,Red,True
1450,4895,Hyundai,Sonata,2017,VA338,Grey,True
1451,4898,Nissan,Altima,2017,KS283,White,True
1452,4899,Ford,Fusion,2017,UY343,Silver,True
1453,4900,Toyota,RAV4,2024,RB733,White,True
1454,4902,Honda,CR-V,2019,EV553,Silver,True
1455,4906,Nissan,Rogue,2020,NA504,Grey,False
1456,4907,Toyota,RAV4,2023,FW104,Blue,True
1457,4915,Ford,Focus,2020,TI902,Black,True
1458,4916,Tesla,Model Y,2026,IE536,Black,False
1459,4921,Ford,Fusion,2017,UZ431,Grey,True
1460,4931,Hyundai,Tucson,2022,BZ412,Black,False
1461,4935,Toyota,Corolla,2017,HC317,Grey,True
1462,4936,Honda,Civic,2024,LQ854,Black,True
1463,4938,Toyota,Prius,2020,TY509,Silver,True
1464,4939,Hyundai,Elantra,2024,EK543,Grey,True
1465,4940,Tesla,Model Y,2016,QI906,Blue,True
1466,4942,Nissan,Altima,2020,TA764,Silver,True
1467,4950,Tesla,Model 3,2021,OG711,Blue,True
1468,4952,Hyundai,Elantra,2017,JE858,White,True
1469,4953,Ford,Fusion,2026,BH685,Red,True
1470,4956,Ford,Focus,2019,DS206,White,True
1471,4957,Toyota,Prius,2025,XO301,Silver,False
1472,4958,Ford,Focus,2021,VO206,White,True
1473,4962,Toyota,RAV4,2022,PJ579,Silver,True
1474,4963,Ford,Escape,2017,RN285,Black,True
1475,4967,Nissan,Altima,2025,OL234,Black,True
1476,4979,Tesla,Model Y,2023,TL296,Black,True
1477,4983,Nissan,Rogue,2018,DV128,Silver,True
1478,4987,Toyota,RAV4,2016,JC434,Black,True
1479,4998,Tesla,Model Y,2018,QN653,Grey,True
1480,5001,Toyota,Camry,2017,XI340,Blue,True
1481,5004,Ford,Fusion,2026,VQ312,Silver,True
1482,5005,Honda,Accord,2021,XF765,Grey,True
1483,5006,Nissan,Rogue,2016,QQ330,Grey,True
1484,5010,Toyota,Corolla,2018,YX489,White,True
1485,5017,Ford,Fusion,2016,ET743,Grey,True
1486,5022,Ford,Escape,2025,KZ348,Grey,True
1487,5023,Honda,Accord,2016,UQ409,Blue,True
1488,5024,Tesla,Model 3,2025,MW805,White,True
1489,5029,Tesla,Model 3,2025,QZ683,Red,False
1490,5036,Ford,Fusion,2023,ID891,Grey,True
1491,5038,Tesla,Model Y,2022,SN454,Black,True
1492,5039,Hyundai,Tucson,2016,FH803,Red,True
1493,5040,Tesla,Model 3,2026,UY537,White,True
1494,5042,Ford,Focus,2018,HF719,Black,False
1495,5044,Ford,Escape,2021,NA847,Silver,True
1496,5051,Honda,CR-V,2016,XU544,White,True
1497,5052,Nissan,Altima,2021,LX969,Black,True
1498,5054,Hyundai,Elantra,2019,RM426,White,True
1499,5061,Nissan,Sentra,2025,WT595,Grey,True
1500,5062,Hyundai,Sonata,2017,YI180,Blue,True
1501,5063,Hyundai,Elantra,2024,FO527,Silver,False
1502,5068,Toyota,Camry,2022,NP210,Red,True
1503,5071,Tesla,Model Y,2015,JQ976,Grey,True
1504,5073,Tesla,Model Y,2024,GD243,Blue,True
1505,5077,Honda,Civic,2016,OG379,Red,True
1506,5078,Tesla,Model 3,2024,WA166,Black,True
1507,5081,Hyundai,Tucson,2022,MM747,Silver,True
1508,5083,Tesla,Model Y,2019,FS806,Blue,False
1509,5084,Toyota,Corolla,2017,GV722,Grey,True
1510,5086,Honda,Civic,2020,UV563,Silver,True
1511,5092,Ford,Fusion,2016,CL958,Blue,True
1512,5097,Nissan,Sentra,2026,CZ654,Silver,True
1513,5106,Tesla,Model Y,2021,QZ228,Blue,True
1514,5108,Ford,Fusion,2024,YC528,Grey,True
1515,5112,Ford,Escape,2017,OR364,Silver,False
1516,5120,Toyota,Prius,2018,QE501,Blue,True
1517,5121,Toyota,Camry,2020,JY621,Grey,True
1518,5122,Tesla,Model 3,2016,EM294,White,True
1519,5129,Tesla,Model Y,2023,LK597,White,True
1520,5130,Ford,Escape,2023,SJ467,Grey,True
1521,5139,Ford,Focus,2016,NT692,Red,True
1522,5140,Hyundai,Sonata,2023,RS353,Silver,True
1523,5144,Hyundai,Tucson,2025,AN920,Red,True
1524,5148,Ford,Focus,2026,EH762,Silver,True
1525,5151,Nissan,Altima,2021,EO300,Blue,True
1526,5153,Hyundai,Elantra,2022,XE178,Black,False
1527,5154,Hyundai,Sonata,2018,HU981,Grey,True
1528,5155,Ford,Fusion,2024,PD299,Silver,False
1529,5156,Toyota,RAV4,2024,OT781,Red,True
1530,5167,Tesla,Model 3,2019,QS721,Red,True
1531,5169,Toyota,RAV4,2017,AE820,Red,True
1532,5170,Nissan,Rogue,2016,FH383,Blue,True
1533,5171,Nissan,Rogue,2018,PV406,Black,True
1534,5180,Tesla,Model 3,2017,SB369,Black,True
1535,5181,Ford,Focus,2015,BW994,Red,True
1536,5184,Hyundai,Elantra,2017,ZY418,Red,False
1537,5185,Ford,Fusion,2015,NK367,Silver,True
1538,5189,Ford,Escape,2025,IZ862,Grey,True
1539,5193,Nissan,Altima,2015,WR909,White,True
1540,5195,Hyundai,Sonata,2018,UU489,Black,False
1541,5199,Nissan,Altima,2024,OB684,Blue,True
1542,5214,Nissan,Rogue,2024,VR100,Black,True
